台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
190380302	190380303		1	12320				
190380303	190380304		1	12320				
190380304	190380305		1	12319				
190380305	190380306		1	12320				
190380306	190380307		1	12319				
190380307	190380308		1	12320				
190380308	190380309,190380310		1	12320				
190380309	190380311	1	2					
190380310	190380311	1	2					
190380311	190380312		1	12320				
190380312	190380313		1	12320				
190380313	190380314		1	12319				
190380314	190380315	1	2					
190380315	190380316		1	12319				
190380316			1	12319				
190380401	190380402		1	12320				
190380402			1	12319				
190380501	190380502		1	12412				
190380502	190380503		1	12412				
190380503			1	12413				
190380601	190380697,190380698,190380699		1	509				
190380697	190380700	1	2					
190380698	190380700	1	2					
190380699	190380700	1	2					
190380700	190380701		1	509	10301			
190380701	190380702		1	509	10301			
190380702	190380703		1	509	10100			
190380703	190380704		1	509	10601			
190380704	190380705		1	509	10100			
190380705	190380706	1	2					
190380706	190380707		1	12318				
190380707	190380708,190380709		1	12318				
190380708	190380710	1	2					
190380709	190380710	1	2					
190380710	190380711		1	12318				
190380711	190380712		1	12318				
190380712	190380713		1	12318				
190380713	190380714		1	509	10301			
190380714	190380715		1	12318				
190380715			1	12318				
190380801	190380802		1	509	10100			
190380802	190380803	1	2					
190380803	190380804		1	509	10301			
190380804	190380805	1	2					
190380805	190380806		1	509	10100			
190380806	190380807,190380808		1	509	10501			
190380807	190380809	1	2					
190380808	190380809	1	2					
190380809	190380810		1	509	10100			
190380810	190380811		1	509	10100			
190380811	190380812		1	509	10601			
190380812	190380813		1	509	10100			
190380813	190380814	1	2					
190380814	190380815		1	509	10101			
190380815	190380816		1	509	10100			
190380816			1	509	10201			
190380901	190380902		1	12320				
190380902	190380903		1	12320				
190380903	190380904		1	12320				
190380904	190380905		1	12319				
190380905	190380906		5					
190380906	190380907		1	12319				
190380907	190380908		1	12319				
190380908	190380909	1	2					
190380909	190381001		1	12319				
190381001	190381002		1	12319				
190381002	190381003	1	2					
190381003	190381004		1	12319				
190381004	190381005		1	12319				
190381005	190381006		1	12319				
190381006	190381007		1	12319				
190381007	190381008,190381009		1	12319				
190381008	190381010	1	2					
190381009	190381010	1	2					
190381010	190381011		1	12319				
190381011	190381012,190381013		1	12319				
190381012	190381014	1	2					
190381013	190381014	1	2					
190381014	190381015		1	12319				
190381015	190381016,190381018		1	12319				
190381016	190381017	1	2					
190381017	190381019		1	12319				
190381018	190381019	1	2					
190381019	190381020		1	12319				
190381020			1	12319				
190381101	190381102		1	12320				
190381102	190381103		1	509				
190381103	190381104		1	509				
190381104	190381105		1	12320				
190381105			1	509				
190382301	190382302		1	509	10100			
190382302	190382303		1	12320				
190382303	190382304		1	12320				
190382304	190382305		1	12320				
190382305	190382306	1	2					
190382306	190382307		1	509	10100			
190382307	190382308		1	12320				
190382308	190382309	1	2					
190382309	190382310		1	12319				
190382310	190382311		1	12320				
190382311	190382312		1	509	10701			
190382312	190382313		1	12320				
190382313	190382314		1	509	10100			
190382314	190382315		1	509	10601			
190382315	190382316		1	509	10100			
190382316	190382317		1	12320				
190382317	190382318		1	12319				
190382318	190382319		1	12320				
190382319	190382320		1	509	10701			
190382320	190382321		1	12320				
190382321	190382322		1	509	10100			
190382322	190382323		1	509	10601			
190382323	190382324		1	509	10100			
190382324	190382325		1	509	10101			
190382325	190382326		1	12320				
190382326	190382327		1	12319				
190382327	190382328,190382329		1	12319				
190382328	190382330	1	2					
190382329	190382330	1	2					
190382330	190382331		1	12319				
190382331	190382332		1	509	10100			
190382332	190382333		1	509	10201			
190382333	190382334		1	509	10100			
190382334	190382335		1	12319				
190382335	190382336		1	12318				
190382336	190382337		1	12318				
190382337	190382338	1	2					
190382338	190382339		1	509	10100			
190382339	190382340		1	509	10601			
190382340	190382341		1	509	10601			
190382341	190382342		1	509	10100			
190382342	190382343	1	2					
190382343	190382344		1	509	10201			
190382344	190382345		1	12318				
190382345	190382346		1	12318				
190382346	190382347		1	12319				
190382347	190382348		1	12319				
190382348	190382349		1	509	10100			
190382349	190382350		1	12319				
190382350	190382351		1	509	10601			
190382351	190382352		1	12318				
190382352	190382353		1	509	10100			
190382353	190382354		1	12319				
190382354	190382355		1	12319				
190382355			1	509	10201			
190385001			1	509				
190385101			1	12412				
190385102			1	12412				
190385103			1	12412				
190385104			1	12413				
190385105			1	12412				
190385106			1	12413				
190385107			1	12412				
190385108			1	12412				
190385109			1	12413				
190390101	190390102		1	511	10100			
190390102	190390103	1	2					
190390103	190390104		1	511	10100			
190390104	190390105		1	1005				
190390105	190390106		1	511	10101			
190390106	190390107		1	1005				
190390107	190390108		1	511	10100			
190390108	190390109		1	511	10100			
190390109	190390110		1	511	10100			
190390110	190390111		1	511	10601			
190390111	190390112	1	2					
190390112	190390113		1	511	10100			
190390113			1	1005				
190390201	190390202		1	3142				
190390202	190390203		1	511	10101			
190390203	190390204		1	3142				
190390204	190390205	1	2					
190390205	190390206		1	3142				
190390206	190390207		1	3142				
190390207	190390208		1	511	10601			
190390208	190390209		1	3142				
190390209	190390210		1	1005				
190390210	190390211		1	3142				
190390211	190390212		1	3142				
190390212	190390213		1	511	10100			
190390213	190390214		1	1039				
190390214	190390215		1	3142				
190390215	190390216		1	1039				
190390216	190390217		1	3142				
190390217	190390218		1	1039				
190390218	190390219		1	1005				
190390219	190390220		5					
190390220	190390221		1	1039				
190390221	190390222		1	1039				
190390222	190390223		1	1039				
190390223	190390224		1	511	10100			
190390224	190390225		1	1039				
190390225	190390226		1	511	10101			
190390226	190390227		1	1005				
190390227	190390228		1	1039				
190390228	190390229		1	511	10801			
190390229	190390230		1	511	10100			
190390230	190390231		1	1039				
190390231	190390232		1	511	10101			
190390232	190390233		1	511	10100			
190390233	190390234		1	1039				
190390234	190390235		1	1039				
190390235	190390236		1	1039				
190390236	190390237		1	1039				
190390237	190390238		1	511	10601			
190390238	190390239		1	1039				
190390239	190390240		1	511	10100			
190390240	190390241		1	1039				
190390241	190390242		1	1039				
190390242	190390243		1	1039				
190390243	190390244,190390245		1	511	10100			
190390244	190390246	1	2					
190390245	190390246	1	2					
190390246	190390247		1	1039				
190390247	190390248		1	1039				
190390248			1	511	10401			
190390301	190390302		1	1005				
190390302	190390303		1	511	10100			
190390303	190390304		1	511	10100			
190390304	190390305		1	1005				
190390305	190390306		1	511	10101			
190390306	190390307		1	1005				
190390307	190390308		1	511	10100			
190390308	190390309	1	2					
190390309	190390310		1	511	10601			
190390310	190390311		1	511	10100			
190390311	190390312		1	511	10100			
190390312	190390313		1	1005				
190390313	190390314		1	511	10100			
190390314	190390315		1	511	10201			
190390315	190390316		1	511	10100			
190390316	190390317		1	1005				
190390317	190390318		1	511	10601			
190390318	190390319		1	511	10601			
190390319	190390320		1	1005				
190390320	190390321		1	511	10100			
190390321	190390322		1	1005				
190390322	190390323		1	511	10100			
190390323	190390324	1	2					
190390324			1	511	10100			
190390398		1	2					
190390399		1	2					
190390401	190390402		1	511	10101			
190390402	190390403		1	1005				
190390403			1	511	10100			
190390501	190390502		1	511	10401			
190390502			1	511	10100			
190390701	190390702		1	511				
190390702	190390703	1	2					
190390703			1	511				
190390801			1	1039				
190399901			1	1005				
190399902			1	1005				
190400101	190400102		1	509	10100			
190400102	190400103,190400104		1	509	10101			
190400103	190400105	1	2					
190400104	190400108	1	2					
190400105	190400106		1	509	10100			
190400106	190400107		1	509	10601			
190400107	190400111		1	509	10100			
190400108	190400109		1	509	10100			
190400109	190400110		1	509	10601			
190400110	190400111		1	509	10100			
190400111	190400112		1	509	10201			
190400112	190400113		1	509	10100			
190400113	190400114		1	509	10401			
190400114			1	509	10100			
190400201	190400202		1	2044				
190400202	190400203		1	2044				
190400203	190400204		1	509	10100			
190400204	190400205		1	509	10601			
190400205	190400206,190400207,190400208		1	509	10601			
190400206	190400209	1	2					
190400207	190400209	1	2					
190400208	190400209	1	2					
190400209	190400210		1	2044				
190400210	190400211		1	2044				
190400211	190400212	1	2					
190400212	190400213		1	2044				
190400213	190400214		1	2044				
190400214	190400215		1	2044				
190400215	190400216		1	509	10100			
190400216	190400217		1	2044				
190400217	190400218		1	2044				
190400218	190400219		1	2044				
190400219	190400220		1	509	10401			
190400220	190400221,190400222,190400223		1	509	10100			
190400221	190400224	1	2					
190400222	190400224	1	2					
190400223	190400224	1	2					
190400224	190400225		1	509	10601			
190400225	190400226		1	509	10100			
190400226	190400227		1	2044				
190400227	190400228		1	509	10100			
190400228	190400229		1	509	10201			
190400229	190400230		1	509	10100			
190400230	190400231	1	2					
190400231	190400232		1	509	10601			
190400232	190400233		1	509	10601			
190400233	190400234,190400235		1	509	10100			
190400234	190400236	1	2					
190400235	190400236	1	2					
190400236	190400237		1	509	10401			
190400237	190400238		1	509	10100			
190400238	190400239		1	509	10101			
190400239	190400240	1	2					
190400240			1	509	10100			
190400298		1	2					
190400299		1	2					
190400301	190400302		1	509	10100			
190400302	190400303	1	2					
190400303	190400304	1	2					
190400304	190400305		1	509	10101			
190400305	190400306		1	509	10100			
190400306	190400307		1	509				
190400307	190400308		1	509	10101			
190400308	190400309		1	509	10100			
190400309	190400310		1	509				
190400310	190400311	1	2					
190400311	190400312	1	2					
190400312	190400313		1	509				
190400313	190400314	1	2					
190400314	190400315		1	509				
190400315	190400316	1	2					
190400316	190400317		1	509				
190400317	190400318	1	2					
190400318	190400319		1	509	10100			
190400319	190400320,190400321		1	509	10601			
190400320	190400322	1	2					
190400321	190400322	1	2					
190400322	190400323		1	509	10100			
190400323	190400324	1	2					
190400324	190400325	1	2					
190400325	190400326	1	2					
190400326	190400327		1	509				
190400327			1	509				
190400401	190400402		1	509	10100			
190400402	190400403	1	2					
190400403	190400404	1	2					
190400404	190400405		1	509	10101			
190400405	190400406		1	509	10100			
190400406	190400407		1	509				
190400407	190400408		1	509	10101			
190400408	190400409		1	509	10100			
190400409	190400410		1	509				
190400410	190400411	1	2					
190400411	190400412	1	2					
190400412	190400413		1	509				
190400413	190400414	1	2					
190400414	190400415		1	509				
190400415	190400416	1	2					
190400416	190400417		1	509				
190400417	190400418	1	2					
190400418	190400419		1	509	10100			
190400419	190400420,190400421		1	509	10601			
190400420	190400422	1	2					
190400421	190400422	1	2					
190400422	190400423		1	509	10100			
190400423	190400424	1	2					
190400424	190400425	1	2					
190400425	190400426	1	2					
190400426	190400427		1	509				
190400427			1	509				
190400501	190400502		1	509	10100			
190400502	190400503	1	2					
190400503	190400504	1	2					
190400504	190400505		1	509	10101			
190400505	190400506		1	509	10100			
190400506	190400507		1	509				
190400507	190400508		1	509	10101			
190400508	190400509		1	509	10100			
190400509	190400510		1	509				
190400510	190400511	1	2					
190400511	190400512	1	2					
190400512	190400513		1	509				
190400513	190400514	1	2					
190400514	190400515		1	509				
190400515	190400516	1	2					
190400516	190400517		1	509				
190400517	190400518	1	2					
190400518	190400519		1	509	10100			
190400519	190400520,190400521		1	509	10601			
190400520	190400522	1	2					
190400521	190400522	1	2					
190400522	190400523		1	509	10100			
190400523	190400524	1	2					
190400524	190400525	1	2					
190400525	190400526	1	2					
190400526	190400527		1	509				
190400527			1	509				
190400801	190400802		1	509	10100			
190400802	190400803		1	509	10401			
190400803	190400804,190400805		1	509	10100			
190400804	190400806	1	2					
190400805	190400806	1	2					
190400806	190400807		1	509	10100			
190400807	190400808		1	509	10601			
190400808	190400809		1	509	10100			
190400809	190400810		1	509				
190400810			1	509				
190400898		1	2					
190400899		1	2					
190400901	190400902		1	509	10301			
190400902	190400903		1	509	10301			
190400903	190400904		1	509	10100			
190400904	190400905		1	509	10501			
190400905	190400906		1	509	10100			
190400906	190400907		1	509	10100			
190400907	190400908		1	509	10101			
190400908	190400909	1	2					
190400909	190400910		1	509	10101			
190400910	190400911		1	509	10100			
190400911	190400912		1	509	10501			
190400912	190400913	1	2					
190400913	190400914		1	509	10100			
190400914	190400915		1	509	10601			
190400915	190400916		1	2454				
190400916	190400917		1	2454				
190400917	190400918		1	2044				
190400918	190400919		1	2044				
190400919	190400920	1	2					
190400920			1	509	10100			
190401001	190401002		1	509	10801			
190401002	190401003		1	509	10100			
190401003	190401004		1	509	10601			
190401004	190401005		1	509	10100			
190401005	190401006,190401007		1	509	10201			
190401006	190401008	1	2					
190401007	190401008	1	2					
190401008	190401009		1	509	10100			
190401009	190401010		1	509	10100			
190401010	190401011		1	509	10101			
190401011	190401012		1	509	10100			
190401012	190401013	1	2					
190401013	190401014		1	509	10601			
190401014	190401015		1	509	10100			
190401015			1	509	10101			
190401101	190401102		1	509	10100			
190401102	190401103	1	2					
190401103	190401104		1	509	10801			
190401104	190401105		1	509	10100			
190401105	190401106	1	2					
190401106	190401107		1	509	10201			
190401107	190401108		1	509	10100			
190401108			1	509	10101			
190401201	190401202,190401203		1	509	10100			
190401202	190401205	1	2					
190401203	190401204	1	2					
190401204	190401205		1	509	10101			
190401205	190401206		1	509	10100			
190401206	190401207		1	509	10601			
190401207	190401208		1	509	10100			
190401208	190401209	1	2					
190401209	190401210		1	509	10201			
190401210	190401211		1	509				
190401211	190401212		1	509				
190401212	190401213		1	509				
190401213	190401214		1	509				
190401214			1	509				
190405001			1	509				
190420101			1	1244				
190420201	190420202		1	1024				
190420202			1	1024				
190430101			1	1005				
190430102			1	1005				
190430103			1	1024				
190430104			1	1024				
190430105			1	1005				
190440101			1	1024				
190440102		1	1	1024				
190440201			1	1024				
190440202			1	1024				
190440203			1	1024				
190440301			1	10374				
190440401	190440402		1	1024				
190440402	190440403		1	1024				
190440403	190440404		1	1024				
190440404	190440405		1	1024				
190440405			1	1024				
190440406			1	10371				
190440501			1	10372				
190440601			1	10373				
190450101	190450102		1	1005				
190450102	190450103		1	1005				
190450103	190450104		1	1005				
190450104			1	1005				
190450105	190450106		1	1024				
190450106	190450107		1	1024				
190450107			1	1024				
190450108			1	1024				
190470101	190470102		1	509	10100			
190470102	190470103		1	509	10101			
190470103	190470104		1	509	10100			
190470104	190470105	1	2					
190470105	190470106		1	509	10601			
190470106			1	509	10100			
190470107	190470108	1	2					
190470108	190470109	1	2					
190470109	190470110	1	2					
190470110	190470113	1	2					
190470111	190470116		1	509	10101			
190470112	190470116		1	509	10701			
190470113	190470114		1	509	10701			
190470114	190470115	1	2					
190470115	190470116		1	509	10100			
190470116	190470117		1	509	10100			
190470117	190470118		1	509	10601			
190470118	190470119		1	509	10100			
190470119	190470120		1	509	10201			
190470120	190470121	1	2					
190470121	190470122		1	509	10100			
190470122	190470123,190470124		1	509	10101			
190470123	190470125	1	2					
190470124	190470125	1	2					
190470125	190470126		1	509	10100			
190470126	190470127		1	509	10601			
190470127	190470128		1	509	10100			
190470128	190470129		1	509	10101			
190470129	190470130		1	509	10100			
190470130	190470131,190470132,190470133		1	509	10100			
190470131	190470134	1	2					
190470132	190470134	1	2					
190470133	190470134	1	2					
190470134	190470135		1	509				
190470135	190470136,190470137,190470138		1	509				
190470136	190470139	1	2					
190470137	190470139	1	2					
190470138	190470139	1	2					
190470139	190470140		1	509				
190470140	190470141,190470142		1	509				
190470141	190470143	1	2					
190470142	190470143	1	2					
190470143	190470144		1	509	10501			
190470144	190470145		1	509	10100			
190470145	190470146		1	509	10601			
190470146	190470147		1	509	10100			
190470147	190470148	1	2					
190470148	190470149		1	509	10501			
190470149	190470150		1	509	10100			
190470150	190470151,190470152		1	509	10601			
190470151	190470153	1	2					
190470152	190470153	1	2					
190470153	190470154		1	509	10601			
190470154	190470155		1	509	10100			
190470155	190470156	1	2					
190470156	190470157		1	509	10101			
190470157	190470158		1	509	10100			
190470158	190470159,190470160		1	509	10201			
190470159	190470161	1	2					
190470160	190470161	1	2					
190470161			1	509	10100			
190470195			2					
190470196		1	2					
190470197		1	2					
190470198		1	2					
190470199		1	2					
190470201	190470202		1	509	10100			
190470202	190470203		1	509	10101			
190470203	190470204		1	509	10100			
190470204	190470205	1	2					
190470205	190470206		1	509	10100			
190470206	190470207		1	509	10601			
190470207	190470208		1	509	10100			
190470208	190470209	1	2					
190470209	190470210		1	509	10201			
190470210	190470211		1	509	10100			
190470211	190470212		1	509	10601			
190470212			1	509	10100			
190470301	190470302		1	509	10100			
190470302	190470303		1	509	10101			
190470303	190470304	1	2					
190470304	190470305		1	509	10100			
190470305	190470306		1	509				
190470306	190470307		1	509	10201			
190470307	190470308		1	509	10100			
190470308			1	509	10501			
190470309			1	509				
190470401	190470402		1	509	10100			
190470402	190470403	1	2					
190470403	190470404		1	509	10601			
190470404	190470405		1	509	10601			
190470405	190470406		1	509	10100			
190470406	190470407		1	509	10101			
190470407	190470408		1	509	10100			
190470408	190470409	1	2					
190470409	190470410		1	509	10100			
190470410	190470411		1	509	10201			
190470411	190470412	1	2					
190470412	190470413		1	509	10100			
190470413	190470414		1	509	10601			
190470414	190470415		1	509	10100			
190470415	190470416	1	2					
190470416	190470417		1	509	10101			
190470417	190470418		1	509	10100			
190470418	190470419	1	2					
190470419	190470420		1	509	10201			
190470420	190470421		1	509	10100			
190470421	190470422		1	509	10601			
190470422	190470423		1	509	10100			
190470423	190470424		1	509	10100			
190470424	190470425		1	509	10101			
190470425			1	509	10100			
190470501	190470502,190470503		1	509	10100			
190470502	190470504	1	2					
190470503	190470505	1	2					
190470504	190470505		1	509	10601			
190470505			1	509	10100			
190470506			1	509	10101			
190470601	190470602		1	509	10100			
190470602	190470603		1	509	10201			
190470603	190470604		1	509	10100			
190470604	190470605		1	509	10101			
190470605	190470606		1	509	10100			
190470606	190470607		1	509	10201			
190470607	190470608	1	2					
190470608	190470609,190470610		1	509	10100			
190470609	190470611	1	2					
190470610	190470611	1	2					
190470611	190470612		1	509	10100			
190470612	190470613,190470614		1	509	10501			
190470613	190470615	1	2					
190470614	190470615	1	2					
190470615	190470616		1	509	10100			
190470616	190470617		1	509	10301			
190470617	190470618		1	509	10100			
190470618	190470619,190470620		1	509	10101			
190470619	190470621	1	2					
190470620	190470621	1	2					
190470621	190470622		1	509	10100			
190470622	190470623,190470624		1	509	10601			
190470623	190470625	1	2					
190470624	190470625	1	2					
190470625	190470626		1	509	10100			
190470626	190470627,190470628		1	509	10201			
190470627	190470629	1	2					
190470628	190470629	1	2					
190470629	190470630		1	509	10100			
190470630	190470631		1	509	10301			
190470631	190470632		1	509	10100			
190470632	190470633		1	509	10601			
190470633	190470634		1	509	10100			
190470634	190470635		1	509	10201			
190470635	190470636	1	2					
190470636	190470637		1	509	10100			
190470637	190470638		1	509	10101			
190470638	190470639		1	509	10100			
190470639	190470640,190470641		1	509	10100			
190470640	190470642	1	2					
190470641	190470642	1	2					
190470642	190470643		1	509	10801			
190470643	190470644		1	509	10100			
190470644	190470645		1	509	10601			
190470645	190470646		1	509	10100			
190470646			1	509	10100			
190475001			1	509				
190475101			1	509				
190475201			1	509				
190479901			1	509				
190479902	190479903		1	509				
190479903	190479904		1	509				
190479904	190479905		1	509				
190479905	190479906		1	509				
190479906			1	509				
190500201	190500202		1	2440				
190500202	190500203		1	2437				
190500203	190500204		1	2434				
190500204	190500205		1	2437				
190500205	190500206,190500207		1	2440				
190500206	190500208	1	2					
190500207	190500208	1	2					
190500208	190500209		1	2437				
190500209	190500210		1	2440				
190500210	190500211		1	2434				
190500211	190500212		1	2437				
190500212	190500213		1	2437				
190500213	190500214		1	506	10401			
190500214	190500215		1	2440				
190500215	190500216		1	2434				
190500216	190500217		1	2437				
190500217	190500218		1	506	10100			
190500218	190500219		1	2434				
190500219	190500220		1	506	10100			
190500220	190500221		1	506	10100			
190500221	190500222		1	2437				
190500222	190500223		1	506	10100			
190500223	190500224		1	506	10100			
190500224	190500225		1	506	10100			
190500225	190500226		1	2434				
190500226	190500227		1	506	10100			
190500227	190500228		1	506	10100			
190500228	190500229		1	2440				
190500229	190500230		1	2437				
190500230			1	506	10100			
190500301	190500302		1	506	10100			
190500302	190500303		1	506	10100			
190500303	190500304,190500306		1	506	10101			
190500304	190500305	1	2					
190500305			1	506	10401			
190500306	190500307	1	2					
190500307			1	506	10401			
190500401	190500402		1	506	10100			
190500402			1	506	10100			
190500501	190500502		1	506	10100			
190500502	190500503		1	506	10100			
190500503	190500504		1	506	10100			
190500504	190500505,190500507,190500510		1	506	10100			
190500505	190500506	1	2					
190500506	190500512		1	506	10401			
190500507	190500508	1	2					
190500508	190500509		1	506	10101			
190500509	190500512		1	506	10100			
190500510	190500511	1	2					
190500511	190500512		1	506	10101			
190500512	190500513		1	506	10100			
190500513	190500514		1	506	10100			
190500514			1	506	10100			
190500598		1	2					
190500599		1	2					
190500601	190500602		1	506	10401			
190500602	190500603		1	506	10100			
190500603	190500604		1	506	10100			
190500604	190500605,190500606		1	506	10100			
190500605	190500607	1	2					
190500606	190500607	1	2					
190500607	190500608		1	506	10100			
190500608	190500609		1	506	10100			
190500609			1	506	10101			
190500701	190500702		1	506	10401			
190500702	190500703		1	506	10100			
190500703			1	506	10100			
190500801	190500802		1	506	10100			
190500802	190500803		1	506	10100			
190500803	190500804		1	506	10100			
190500804	190500805,190500806		1	506	10100			
190500805	190500807	1	2					
190500806	190500807	1	2					
190500807	190500808		1	506	10100			
190500808	190500809		1	506	10100			
190500809	190500810		1	506	10100			
190500810	190500811,190500812		1	506	10101			
190500811	190500813	1	2					
190500812	190500813	1	2					
190500813	190500814		1	506	10401			
190500814	190500815		1	506	10100			
190500815			1	506	10100			
190500898		1	2					
190500899		1	2					
190500901	190500902,190500903		1	506	10601			
190500902	190500904	1	2					
190500903	190500904	1	2					
190500904	190500905		1	506	10601			
190500905	190500906		1	506	10100			
190500906			1	506	10100			
190501001	190501002,190501003		1	506	10601			
190501002	190501004	1	2					
190501003	190501004	1	2					
190501004	190501005		1	506	10601			
190501005	190501006		1	506	10100			
190501006			1	506	10100			
190501101	190501102,190501104,190501107		1	506	10101			
190501102	190501103	1	2					
190501103	190501110		1	506	10100			
190501104	190501105	1	2					
190501105	190501106		1	506	10100			
190501106	190501110		1	506	10401			
190501107	190501108	1	2					
190501108	190501109		1	506	10101			
190501109	190501110		1	506	10100			
190501110	190501111		1	506	10100			
190501111	190501112		1	506	10100			
190501112	190501113		1	506	10100			
190501113			1	506	10100			
190501198		1	2					
190501199		1	2					
190510101	190510102		1	2439				
190510102	190510103		1	2439				
190510103	190510104	1	2					
190510104	190510105		1	2439				
190510105	190510106,190510107,190510108		1	2439				
190510106	190510109	1	2					
190510107	190510109	1	2					
190510108	190510109	1	2					
190510109	190510110		1	2439				
190510110	190510111		1	2439				
190510111	190510112		1	2439				
190510112	190510113		1	2439				
190510113	190510114		1	2439				
190510114	190510115		1	2439				
190510115	190510116	1	2					
190510116	190510117		1	2439				
190510117	190510118		1	2439				
190510118	190510119		1	2439				
190510119	190510120,190510129,190510137		1	2439				
190510120	190510121	1	2					
190510121	190510122		1	2439				
190510122	190510123		1	2439				
190510123	190510124		1	2439				
190510124	190510125		1	2439				
190510125	190510126		1	2439				
190510126	190510127		1	2439				
190510127	190510128		1	2439				
190510128	190510119		1	2439				
190510129	190510130	1	2					
190510130	190510131		1	2439				
190510131	190510132		1	2439				
190510132	190510133		1	2439				
190510133	190510134		1	2439				
190510134	190510135		1	2439				
190510135	190510136		1	2439				
190510136	190510119		1	2439				
190510137	190510138	1	2					
190510138			1	2439				
190510201	190510202		1	2434				
190510202	190510203		1	2434				
190510203	190510204	1	2					
190510204	190510205		1	2434				
190510205	190510206		1	2434				
190510206	190510207		1	2434				
190510207	190510208		1	2434				
190510208	190510209		1	2434				
190510209	190510210		1	2434				
190510210	190510211		1	2434				
190510211	190510212		1	2434				
190510212	190510213		1	2434				
190510213	190510214	1	2					
190510214	190510215		1	2434				
190510215	190510216		1	2434				
190510216	190510217		1	2434				
190510217	190510218		1	2434				
190510218	190510219		1	2434				
190510219	190510220		1	2434				
190510220	190510221,190510236		1	2434				
190510221	190510222	1	2					
190510222	190510223		1	2434				
190510223	190510224		1	2434				
190510224	190510225		1	2434				
190510225	190510226		1	2434				
190510226	190510227		1	2434				
190510227	190510228		1	2434				
190510228	190510229		1	2434				
190510229	190510230	1	2					
190510230	190510231		1	2434				
190510231	190510232		1	2434				
190510232	190510233		1	2434				
190510233	190510234		1	2434				
190510234	190510235		1	2434				
190510235	190510220		1	2434				
190510236	190510237	1	2					
190510237			1	2434				
190510301	190510302		1	2438				
190510302	190510303	1	2					
190510303	190510304		1	2438				
190510304	190510305		1	2438				
190510305	190510306,190510307		1	2438				
190510306	190510308	1	2					
190510307	190510308	1	2					
190510308	190510309		1	2438				
190510309	190510310		1	2438				
190510310	190510311		1	2438				
190510311	190510312		1	2438				
190510312	190510313		1	2438				
190510313	190510314		1	2438				
190510314	190510315		1	2438				
190510315	190510316,190510324		1	2438				
190510316	190510317	1	2					
190510317	190510318		1	2438				
190510318	190510319		1	2438				
190510319	190510320		1	2438				
190510320	190510321		1	2438				
190510321	190510322		1	2438				
190510322	190510323		1	2438				
190510323	190510332		1	2438				
190510324	190510325	1	2					
190510325	190510326		1	2438				
190510326	190510327		1	2438				
190510327	190510328		1	2438				
190510328	190510329		1	2438				
190510329	190510330		1	2438				
190510330	190510331		1	2438				
190510331	190510332		1	2438				
190510332	190510333	1	2					
190510333			1	2438				
190510401	190510402,190510405,190510407		1	506	10100			
190510402	190510403	1	2					
190510403	190510404		1	506	10100			
190510404			1	506	10401			
190510405	190510406	1	2					
190510406			1	506	10401			
190510407	190510408	1	2					
190510408			1	506	10401			
190510501	190510502		1	506	10100			
190510502			1	506	10100			
190510596		1	2					
190510597		1	2					
190510598		1	2					
190510599		1	2					
190510601	190510602		1	506	10101			
190510602	190510603		1	506	10100			
190510603			1	506	10100			
190510696		1	2					
190510697		1	2					
190510698		1	2					
190510699		1	2					
190510701	190510702		1	506	10101			
190510702	190510703		1	506	10100			
190510703			1	506	10100			
190510796		1	2					
190510797		1	2					
190510798		1	2					
190510799		1	2					
190510801			1	506	10101			
190510901	190510902		1	506	10401			
190510902	190510903		1	506				
190510903	190510904,190510905		1	506				
190510904	190510907	1	2					
190510905	190510906	1	2					
190510906	190510907		1	506				
190510907	190510908		1	506	10100			
190510908	190510909		1	506	10100			
190510909	190510910		1	506	10100			
190510910	190510911		1	506	10100			
190510911	190510912		1	506	10601			
190510912	190510913		1	506	10100			
190510913	190510914,190510915		1	506	10101			
190510914	190510916	1	2					
190510915	190510916	1	2					
190510916	190510917		1	506	10101			
190510917			1	506	10100			
190511001	190511002		1	506	10601			
190511002	190511003		1	506	10100			
190511003	190511004		1	506	10100			
190511004	190511005,190511006		1	506	10101			
190511005	190511008	1	2					
190511006	190511007	1	2					
190511007	190511008		1	506				
190511008	190511009		1	506	10100			
190511009	190511010		1	506	10100			
190511010	190511011		1	506	10100			
190511011	190511012		1	506	10100			
190511012	190511013		1	506	10601			
190511013	190511014		1	506	10100			
190511014	190511015,190511016		1	506	10101			
190511015	190511017	1	2					
190511016	190511017	1	2					
190511017	190511018		1	506	10101			
190511018			1	506	10100			
190511101	190511102		1	506	10100			
190511102	190511103		1	506	10601			
190511103	190511104		1	506	10601			
190511104	190511105		1	506	10101			
190511105	190511106		1	506	10100			
190511106			1	506	10100			
190511201	190511202		1	2433				
190511202	190511203		1	506	10100			
190511203	190511204		1	2433				
190511204	190511205		1	2433				
190511205	190511206		1	506	10100			
190511206	190511207	1	2					
190511207	190511208		1	506	10100			
190511208	190511209		1	506	10101			
190511209	190511210		1	2433				
190511210	190511211		1	2433				
190511211			1	506	10100			
190511299		1	2					
190511301	190511302		1	506	10401			
190511302	190511303		1	2433				
190511303	190511304		1	506	10100			
190511304	190511305	1	2					
190511305	190511306		1	506	10100			
190511306	190511307	1	2					
190511307	190511308		1	506	10100			
190511308	190511309,190511313,190511318,190511323		1	506	10100			
190511309	190511310	1	2					
190511310	190511311		1	2433				
190511311	190511312		1	2433				
190511312	190511308		1	2433				
