ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID	编辑器可用	是否含有动态屏障
77101132	稻妻房间天花板B	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_B_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101133	稻妻房间墙面B	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_B_Wall_01				5001	19	家园物件								Default_Item			0	
77101134	稻妻房间地板B	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_B_Floor_01				5001	19	家园物件								Default_Item			0	
77101135	稻妻房间天花板C	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_C_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101136	稻妻房间墙面C	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_C_Wall_01				5001	19	家园物件								Default_Item			0	
77101137	稻妻房间地板C	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_C_Floor_01				5001	19	家园物件								Default_Item			0	
77101138	稻妻房间楼梯D	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_D_Stair_01				5001	19	家园物件								Default_Item			0	
77101139	稻妻房间天花板D	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_D_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101140	稻妻房间墙面D	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_D_Wall_01				5001	19	家园物件								Default_Item			0	
77101141	稻妻房间地板D	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_D_Floor_01				5001	19	家园物件								Default_Item			0	
77101142	稻妻房间天花板E	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_E_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101143	稻妻房间墙面E	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_E_Wall_01				5001	19	家园物件			1					Default_Item			0	
77101144	稻妻房间地板E	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_E_Floor_01				5001	19	家园物件			1					Default_Item			0	
77101145	稻妻房间天花板F	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_F_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101146	稻妻房间墙面F	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_F_Wall_01				5001	19	家园物件								Default_Item			0	
77101147	稻妻房间地板F	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_F_Floor_01				5001	19	家园物件			1					Default_Item			0	
77101148	稻妻房间天花板G	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_G_Ceiling_01				5001	19	家园物件			1					Default_Item			0	
77101149	稻妻房间墙面G	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_G_Wall_01				5001	19	家园物件			1					Default_Item			0	
77101150	稻妻房间地板G	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_G_Floor_01				5001	19	家园物件			1					Default_Item			0	
77101151	稻妻房间天花板H	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_H_Ceiling_01				5001	19	家园物件								Default_Item			0	
77101152	稻妻房间墙面H	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_H_Wall_01				5001	19	家园物件			1					Default_Item			0	
77101153	稻妻房间地板H	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_H_Floor_01				5001	19	家园物件								Default_Item			0	
77101154	稻妻房间楼梯F	ART/Others/Homeworld/SceneObject/Room/SceneObj_Homeworld_Interior_Dq_Room_F_Stair_01				5001	19	家园物件								Default_Item			0	
77103001	欧式木质桌子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Table_03				5001	19	家园物件								Default_Item				
77103002	骑士团的长桌子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Table_04				5001	19	家园物件								Default_Item			0	
77103003	骑士团的长桌子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Table_05				5001	19	家园物件								Default_Item			0	
77103004	货柜	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Counter_01				5001	19	家园物件								Default_Item			0	
77103005	大型炉灶	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Cooking_01				5001	19	家园物件	SceneObj_Homeworld_Standard_Cooking							Default_Item			0	
77103006	做饭的炉子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Cooking_02				5001	19	家园物件	SceneObj_Homeworld_Standard_Cooking							Default_Item			0	
77103007	花花绿绿的桌子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Table_22				5001	19	家园物件								Default_Item			0	
77103008	室外的招待餐桌	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Md_Table_Table_20				5001	19	家园物件								Default_Item			0	
77103009	中式书法桌	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Ly_Table_Table_06				5001	19	家园物件								Default_Item			0	
77103010	中式饮茶桌	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Ly_Table_Table_21				5001	19	家园物件								Default_Item			0	
77103011	中式掌柜台	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Ly_Table_Counter_02				5001	19	家园物件								Default_Item			0	
77103012	红木桌子	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Ly_Table_Table_07				5001	19	家园物件								Default_Item			0	
77103013	暗色木制木制柜台	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Dq_Table_Teahousetable_01				5001	19	家园物件								Default_Item			0	
77103014	稻妻茶桌	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Dq_Table_Teahousetable_02				5001	19	家园物件								Default_Item			0	
77103015	暗色木制低身位茶桌	ART/Others/Homeworld/SceneObject/Table/SceneObj_Homeworld_Interior_Dq_Table_Table_01				5001	19	家园物件								Default_Item			0	
77104001	欧式的火炉	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Md_Decoration_Fireplace_01				5001	19	家园物件	SceneObj_Homeworld_Interior_Md_Decoration_Fireplace_01							Default_Item			0	
77104002	竖琴	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Md_Decoration_Xylophone_01				5001	19	家园物件								Default_Item			0	
77104003	餐厅招牌	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Md_Decoration_Sign_03				5001	19	家园物件								Default_Item			0	
77104004	乘风破浪屏风	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Screen_01				5001	19	家园物件								Default_Item			0	
77104005	很高的木质屏风	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Screen_02				5001	19	家园物件								Default_Item			0	
77104006	中式帘子	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Screen_03				5001	19	家园物件								Default_Item			0	
77104007	中式花式屏风	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Screen_04				5001	19	家园物件								Default_Item			0	
77104008	中式舞台	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Stage_01				5001	19	家园物件								Default_Item			0	
77104009	中式大鼓	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Drum_01				5001	19	家园物件								Default_Item			0	
77104010	稻妻室内鼓其一	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Drum_01				5001	19	家园物件								Default_Item			0	
77104011	稻妻室内鼓其二	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Drum_02				5001	19	家园物件								Default_Item			0	
77104012	稻妻窄屏风	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Screen_01				5001	19	家园物件								Default_Item			0	
77104013	稻妻室内着物架	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Clothes_01				5001	19	家园物件								Default_Item			0	
77104014	刀架	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_ToolcarrierTS_01				5001	19	家园物件								Default_Item			0	
77104015	盔甲	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_ThunderArmor_01				5001	19	家园物件	SceneObj_Homeworld_Interior_Dq_Decoration_ThunderArmor_01	1	1		1			Default_Item			0	
77104016	稻妻屏风	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Screen_02				5001	19	家园物件								Default_Item			0	
77104017	稻妻被炉	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Dq_Decoration_Furnace_01				5001	19	家园物件								Default_Item			0	
77104018	破魔弓&破魔箭矢	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Common_Decoration_Shipin_01				5001	19	家园物件								Default_Item			0	
77104019	羽子板	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Common_Decoration_Shipin_02				5001	19	家园物件								Default_Item			0	
77104020	狐狸不倒翁	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Common_Decoration_Daruma_01				5001	19	家园物件	SceneObj_Homeworld_Interior_Common_Decoration_CommonTouch_01	1	1		1			Default_Item			0	
77104021	狸猫不倒翁	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Common_Decoration_Daruma_02				5001	19	家园物件	SceneObj_Homeworld_Interior_Common_Decoration_CommonTouch_01	1	1		1			Default_Item			0	
77104022	室内埙型乐器 	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Prop_Xun_01				5001	19	家园物件	SceneObj_Homeworld_Standard_Interior_BGMChanger							Default_Item			0	
77104023	海灯节屏风一	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Ajar_LanternRiteScreen_01				5001	19	家园物件								Default_Item			0	
77104024	海灯节屏风二	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Ajar_LanternRiteScreen_02				5001	19	家园物件								Default_Item			0	
77104025	凝光的花瓶	ART/Others/Homeworld/SceneObject/Decoration/SceneObj_Homeworld_Interior_Ly_Decoration_Prop_Vase_01				5001	19	家园物件								Default_Item			0	
77105001	唯一一个沙发	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Md_Chair_Sofa_01				5001	19	家园物件								Default_Item			0	
77105002	蓝色的欧洲椅子	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Md_Chair_Chair_03				5001	19	家园物件								Default_Item			0	
77105003	骑士团铁椅	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Md_Chair_Chair_04				5001	19	家园物件								Default_Item			0	
77105004	室外餐桌的椅子	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Md_Chair_Chair_20				5001	19	家园物件								Default_Item			0	
77105005	中式茶桌的椅子	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Ly_Chair_Chair_21				5001	19	家园物件								Default_Item				
77105006	红木桌子配套椅子	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Ly_Chair_Chair_05				5001	19	家园物件								Default_Item			0	
77105007	暗色木制高脚凳	ART/Others/Homeworld/SceneObject/Chair/SceneObj_Homeworld_Interior_Dq_Chair_Chair_01				5001	19	家园物件								Default_Item			0	
77108001	满是蜡烛的吊灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Lamp_Droplight_01				5001	19	家园物件								Default_Item			0	
77108002	南瓜灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Lamp_Droplight_02				5001	19	家园物件								Default_Item			0	
77108003	发光的烛灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Walldecoration_Lamp_03				5001	19	家园物件								Default_Item			0	
77108004	放桌上发光的灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Lamp_Lamp_04				5001	19	家园物件								Default_Item			0	
77108005	中式床头灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Lamp_05				5001	19	家园物件								Default_Item			0	
77108006	中式小摆灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Lamp_06				5001	19	家园物件								Default_Item			0	
77108007	中国风吊灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Droplight_05				5001	19	家园物件								Default_Item			0	
77108008	中国风尖的吊灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Droplight_06				5001	19	家园物件								Default_Item			0	
77108009	欧式的台灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Lamp_Desk_01				5001	19	家园物件								Default_Item			0	
77108010	中式华丽大吊灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Droplight_03				5001	19	家园物件								Default_Item			0	
77108011	中式花灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Ly_Lamp_Lamp_07				5001	19	家园物件								Default_Item			0	
77108012	单盏烛台	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Dq_Lamp_LaZhu_01				5001	19	家园物件								Default_Item			0	
77108013	方形摆灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Dq_Lamp_Lamp_01				5001	19	家园物件								Default_Item			0	
77108014	社奉行摆灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Dq_Lamp_Lamp_02				5001	19	家园物件								Default_Item			0	
77108015	大型带顶摆灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Dq_Lamp_Lamp_03				5001	19	家园物件								Default_Item			0	
77108016	大灯笼其一	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Exterior_Dq_Lamp_Lamp_04				5001	19	家园物件								Default_Item			0	
77108017	大灯笼其二	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Exterior_Dq_Lamp_Lamp_05				5001	19	家园物件								Default_Item			0	
77108018	大灯笼其三	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Exterior_Dq_Lamp_Lamp_06				5001	19	家园物件								Default_Item			0	
77108019	稻妻室内吊灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Dq_Lamp_Lamp_07				5001	19	家园物件								Default_Item			0	
77108020	苹果灯	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Common_Light_Lamp_Apple_01				5001	19	家园物件								Default_Item				
77108021	莫娜梦境玻璃星星	ART/Others/Homeworld/SceneObject/Lamp/SceneObj_Homeworld_Interior_Md_Lamp_Light_MonaStar_01				5001	19	家园物件	SceneObj_Homeworld_Interior_Md_Lamp_Light_MonaStar_01							Default_Item				
77109001	欧洲风格的床	ART/Others/Homeworld/SceneObject/Bed/SceneObj_Homeworld_Interior_Md_Bed_Bed_01				5001	19	家园物件								Default_Item			0	
77109002	中式床	ART/Others/Homeworld/SceneObject/Bed/SceneObj_Homeworld_Interior_Ly_Bed_Bed_01				5001	19	家园物件								Default_Item			0	
77109003	稻妻床	ART/Others/Homeworld/SceneObject/Bed/SceneObj_Homeworld_Interior_Dq_Bed_Bed_01				5001	19	家园物件								Default_Item			0	
77110001	放着瓶瓶罐罐的梳妆台	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Cupboard_02				5001	19	家园物件								Default_Item			0	
77110002	放着很多书的书架	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bookcase_01				5001	19	家园物件								Default_Item			0	
77110003	书有点少的书架	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bookcase_02				5001	19	家园物件								Default_Item			0	
77110004	有些大的书柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bookcase_03				5001	19	家园物件								Default_Item			0	
77110005	大时钟	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bookcase_04				5001	19	家园物件								Default_Item			0	
77110006	放满了书的书柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bookcase_05				5001	19	家园物件								Default_Item			0	
77110007	放着杂物的货架	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Cupboard_03				5001	19	家园物件								Default_Item			0	
77110008	放着食物的货架	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Cupboard_04				5001	19	家园物件								Default_Item			0	
77110009	放着瓶子的橱柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Chest_01				5001	19	家园物件								Default_Item			0	
77110010	中式卷轴书柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Ly_Cabinet_Bookcase_05				5001	19	家园物件								Default_Item				
77110011	卷轴花瓶大书柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Ly_Cabinet_Bookcase_06				5001	19	家园物件								Default_Item			0	
77110012	中式没那么大的书柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Ly_Cabinet_Bookcase_07				5001	19	家园物件								Default_Item			0	
77110013	欧洲风格的衣柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Wardrobe_01				5001	19	家园物件								Default_Item			0	
77110014	欧式的床头柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Md_Cabinet_Bedstand_01				5001	19	家园物件								Default_Item			0	
77110015	璃月中式床头柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Ly_Cabinet_Bedstand_01				5001	19	家园物件								Default_Item			0	
77110016	中式服装柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Ly_Cabinet_Wardrobe_01				5001	19	家园物件								Default_Item			0	
77110017	稻妻书柜其一	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Dq_Cabinet_Cabinet_01				5001	19	家园物件								Default_Item			0	
77110018	稻妻书柜其二	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Dq_Cabinet_Cabinet_02				5001	19	家园物件								Default_Item			0	
77110019	稻妻着物柜01	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Dq_Cabinet_Cabinet_03				5001	19	家园物件								Default_Item			0	
77110020	稻妻着物柜02	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Dq_Cabinet_Cabinet_04				5001	19	家园物件								Default_Item			0	
77110021	稻妻衣柜	ART/Others/Homeworld/SceneObject/Cabinet/SceneObj_Homeworld_Interior_Dq_Cabinet_Wardrobe_01				5001	19	家园物件								Default_Item			0	
77111001	骑士团样子的地毯	ART/Others/Homeworld/SceneObject/Carpet/SceneObj_Homeworld_Interior_Md_Carpet_Carpet_01				5001	19	家园物件								Default_Item				
77111002	欧式地毯	ART/Others/Homeworld/SceneObject/Carpet/SceneObj_Homeworld_Interior_Md_Carpet_Carpet_02				5001	19	家园物件								Default_Item			0	
77111003	圆形蓝色地毯	ART/Others/Homeworld/SceneObject/Carpet/SceneObj_Homeworld_Interior_Ly_Carpet_Carpet_04				5001	19	家园物件								Default_Item			0	
77111004	长方形红色地毯	ART/Others/Homeworld/SceneObject/Carpet/SceneObj_Homeworld_Interior_Ly_Carpet_Carpet_05				5001	19	家园物件								Default_Item			0	
77112001	圆形的木质盾牌	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Shield_01				5001	19	家园物件								Default_Item			0	
77112002	有棱角的木质盾牌	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Shield_02				5001	19	家园物件								Default_Item			0	
77112003	特制的宝剑	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Sword_01				5001	19	家园物件								Default_Item			0	
77112004	欧洲房子挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Painting_01				5001	19	家园物件								Default_Item			0	
77112005	璀璨的天空	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Painting_02				5001	19	家园物件								Default_Item			0	
77112006	青青大草原挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Painting_03				5001	19	家园物件								Default_Item			0	
77112007	红色旗子	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Flag_01				5001	19	家园物件								Default_Item			0	
77112008	蓝色的旗子	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Flag_02				5001	19	家园物件								Default_Item			0	
77112009	剑盾墙饰	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Ornaments_01				5001	19	家园物件								Default_Item			0	
77112010	室内小黑板	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Sign_01				5001	19	家园物件								Default_Item			0	
77112011	室内小木板	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Sign_02				5001	19	家园物件								Default_Item			0	
77112012	山水挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Walldecoration_Painting_04				5001	19	家园物件								Default_Item			0	
77112013	花瓶挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Walldecoration_Painting_05				5001	19	家园物件								Default_Item			0	
77112014	山水横着的挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Walldecoration_Painting_06				5001	19	家园物件								Default_Item			0	
77112015	中式吊帘	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Walldecoration_Decoration_01				5001	19	家园物件								Default_Item			0	
77112016	稻妻挂画其一	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Dq_Walldecoration_Painting_01				5001	19	家园物件								Default_Item			0	
77112017	稻妻挂画其二	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Dq_Walldecoration_Painting_02				5001	19	家园物件								Default_Item			0	
77112018	稻妻挂画其三	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Dq_Walldecoration_Painting_03				5001	19	家园物件								Default_Item			0	
77112019	稻妻挂画其四	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Dq_Walldecoration_Painting_04				5001	19	家园物件								Default_Item			0	
77112020	Coop线画框	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Prop_Walldecoration_Frame_01				5001	19	家园物件	SceneObj_Homeworld_Interior_Common_Decoration_TestPainting_01							Default_Item				
77112021	家园挂扇家具	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Ly_Walldecoration_Prop_StorytellersFan_01				5001	19	家园物件								Default_Item			0	
77112022	夜鸦剧场合影相框（男主）	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Prop_TheaterPhotoMale_01				5001	19	家园物件								Default_Item			0	
77112023	夜鸦剧场合影相框（女主）	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Interior_Md_Walldecoration_Prop_TheaterPhotoFemale_01				5001	19	家园物件								Default_Item			0	
77112024	机械挂画	ART/Others/Homeworld/SceneObject/Walldecoration/SceneObj_Homeworld_Ani_Interior_Common_Walldecoration_Prop_MechanicalDrawing_01				5001	19	家园物件												
77115001	一堆书	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Book_01				5001	19	家园物件								Default_Item			0	
77115002	一摞书	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Book_02				5001	19	家园物件								Default_Item				
77115003	文房四宝	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Stationery_01				5001	19	家园物件								Default_Item			0	
77115004	沙漏	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Sandglass_01				5001	19	家园物件								Default_Item			0	
77115005	蓝瓶小花	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Vase_01				5001	19	家园物件								Default_Item			0	
77115006	白瓶盆栽	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Vase_02				5001	19	家园物件								Default_Item			0	
77115007	小花瓶套装	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Vase_03				5001	19	家园物件								Default_Item			0	
77115008	小盆栽套装	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Vase_04				5001	19	家园物件								Default_Item			0	
77115009	炼金瓶子组合	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Alchemy_01				5001	19	家园物件								Default_Item			0	
77115010	炼金小物件组合	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Md_Thing_Alchemy_02				5001	19	家园物件								Default_Item			0	
77115011	中式的文房四宝	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Ly_Thing_Stationery_02				5001	19	家园物件								Default_Item			0	
77115012	蓝色碗的盆栽	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Ly_Thing_Vase_05				5001	19	家园物件								Default_Item			0	
77115013	烛台	ART/Others/Homeworld/SceneObject/Thing/SceneObj_Homeworld_Interior_Common_Thing_Candlestick_01				5001	19	家园物件								Default_Item			0	
