ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	JSON名称	JSON路径文件名	能否战斗	能否移动	能否发声	是否常驻	角色npc初见分组
12479	丘丘人	ART/Char/NPC/NPC_Monster/NPC_Monster_Hili_None_02				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol_grassdis		1	1		
12480	丘丘人	ART/Char/NPC/NPC_Monster/NPC_Monster_Hili_None_02				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol_grassdis		1	1		
12481	丘丘人	ART/Char/NPC/NPC_Monster/NPC_Monster_Hili_None_02				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol_grassdis		1	1		
12484	八木	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Yagi_12484				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12485	新之丞	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Shinnojou_12485				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12486	久保	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Kubo_12486				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12487	小百合	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Sayuri_12487				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12488	真理	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Mari_12488				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12489	桥本	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Hashimoto_12489				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12490	征文告示	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12491	长濑	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Nagase_12491				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12492	冈林	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Okabayashi_12492				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12493	大猎犬	ART/Char/NPC/NPC_Monster/NPC_Monster_Hound_Kanis_Electric_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12494	魈	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12495	暴徒丘丘人	ART/Char/NPC/NPC_Monster/NPC_Monster_Brute_None_Axe_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12496	暴徒丘丘人	ART/Char/NPC/NPC_Monster/NPC_Monster_Brute_None_Axe_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12497	井手	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Ide_12497				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12498	知易	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Zhiyi_12498				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12499	明博	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Mingbo_12499				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12500	乾玮	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Qianwei_12500				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12501	商华	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Shanghua_12501				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12502	文渊	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Wenyuan_12502				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12503	拓真	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Takuma_12503				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12504	武沛	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_Wupei_12504				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12505	尤苏波夫	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Yusupov_12505				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12506	隼人	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Hayato_12506				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12507	知易	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Zhiyi_12498				4001	ConfigNpc_Sensing_AnimatorMove_SneakRunNPC	ConfigNpc_Sensing_AnimatorMove_SneakYelanZhiyiNPC		1	1		
12508	麻美	ART/Char/NPC/NPC_Quest/NPC_Quest_Elder_Standard_Asami_12508				2001		ConfigNpc_Common_AnimatorMove_Elder_noheadcontrol		1	1		
12509	奏太	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Sota_12509				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12510	由真	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Yuma_12510				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12511	瑛太	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Eita_12511				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12512	海斗	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Kairagi_02				2001		ConfigNpc_Common_AnimatorMove_Samurai		1	1		
12513	纪香	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Fat_Norika_12513				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12514	往日的黑蛇骑士	ART/Char/NPC/NPC_Monster/NPC_Monster_ForlornVessel_Strong_Chargebow_Ice_01				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12515	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12516	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12517	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12518	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12519	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12520	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12521	秀夫	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Hideo_12448				4001	ConfigNpc_Sensing_AnimatorMove_SneakHideoNPC	ConfigNpc_Sensing_AnimatorMove_SneakHideoNPC		1	1		
12522	伯特兰	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Bertrand_12522				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12523	公告板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
12524	（test）龙套千岩军队长	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_LongtaoCaption_12524				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12525	（test）龙套千岩军士兵1	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Longtao01_12525				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12526	（test）龙套千岩军士兵2	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Longtao02_12526				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12527	（test）龙套千岩军士兵3	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Longtao03_12527				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12528	公告板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
12529	公告板	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
12530	阿幸	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Female/NPC_Inazuma_Female_Standard_Miyuki_3163				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12531	愚人众先遣队	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Anshun_12345				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12532	(test)妖狸	ART/Char/NPC/NPC_Animal/NPC_Animal_Inu_Tanuki_03				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction		1	1		
12533	杞平	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_Qiping_12533				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12534	礼安	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Strong_Lian_12534				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12536	阿晃	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12537	乾玮的规划书	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12538	明博的规划书	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12539	元太	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Genta_12539				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12540	阿守	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Mamoru_12540				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12541	浮舍	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12542	夜兰的太爷	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12543	罗盘的声音	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12544	阿丑	ART/Char/NPC/NPC_Others/NPC_Others_Itto_Ushio/NPC_Others_Itto_Ushio				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12545	（test）天领奉行士兵	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Ishizakistaff_12337				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12546	（test）天领奉行士兵	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Soilder142_30142				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12547	观察酒杯	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12548	七尾	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_YuRenZhong_1504				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12549	优午	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Yuugo_12549				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12550	鹰司千歌	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_TakatsukasaChika_12550				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12551	轰大叔	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Todoroku_12551				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12552	悦	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Takami_12552				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12553	伊庭	ART/Char/NPC/NPC_Quest/NPC_Quest_Elder_Standard_Iba_12553				2001		ConfigNpc_Common_AnimatorMove_Elder		1	1		
12574	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12575	触碰	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12577	伶一	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Reiichi_12577				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12578	久岐妙	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_KukiTae_12578				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12579	如意	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Ruyi_12579				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12588	广竹	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Guangzhu_12588				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12589	笼钓瓶一心	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_Isshin_12589				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
12590	潮哥	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_Tao_12590				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
12591	良平	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Ryouhei_12591				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12592	千晶	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Chiaki_12592				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12593	长门幸子	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Sachiko_12593				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12594	知易	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Zhiyi_12594				2001		ConfigNpc_Common_AnimatorMove_Male_NoActionWithTorch		1	1		
12595	（test）海斗手下一号	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_03				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12596	（test）海斗手下二号	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_03				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12604	模样怪异的士兵	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Fat_SprayGun_Ice_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12605	佩尔西科夫	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_Persikov_12605				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12606	观察装置	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12607	(test)开车通用	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12608	松鼠	ART/Char/NPC/NPC_Animal/NPC_Animal_Squirrel_01				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol		1	1		
12609	奇妙的船	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12610	枫原久通	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12611	枫原景春	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_ShadowFather_12611				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12613	枫原万叶	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_ShadowSon_12613				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12614	枫原万叶	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12616	火炽之心	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12617	竹叔	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12618	吉祥	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12619	海伯	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12620	阿飞	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleFei_2030				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12621	小蒙	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleMeng_2031				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12622	璐璐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleLulu_2074				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
12623	冰封之心	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12624	查看	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12625	嘟嘟通讯仪	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12626	莱昂	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12627	菲谢尔的父亲	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12628	菲谢尔的母亲	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12629	阿诺德	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12630	神情严肃的夜鸦	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12631	眼神凛冽的夜鸦	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12632	浅野	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Asano_12632				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12633	野崎	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Taketani_12634				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12634	竹谷	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Nozaki_12633				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12635	村山	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Kairagi_01				2001		ConfigNpc_Common_AnimatorMove_Samurai		1	1		
12636	天目优也	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_YuuyaWithWeapon_12636				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
12637	(test)流浪武士A	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_03				2001		ConfigNpc_Common_AnimatorMove_Samurai_Ronin		1	1		
12638	(test)流浪武士	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_03				2001		ConfigNpc_Common_AnimatorMove_Samurai_Ronin		1	1		
12641	大雨	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Strong_Dayu_12641				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12644	愚人众士官	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Standard_Rifle_Fire_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12645	愚人众新兵	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Strong_Gloves_Wind_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12646	聆听	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12647	聆听	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12648	聆听	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12649	调查	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12650	轰大叔	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Todoroku_12551				4001	ConfigNpc_Sensing_AnimatorMove_SneakTodorokuNPC	ConfigNpc_Sensing_AnimatorMove_SneakTodorokuNPC		1	1		
12651	德田	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Tokuda_12055				4001	ConfigNpc_Sensing_AnimatorMove_SneakTokudaNPC	ConfigNpc_Sensing_AnimatorMove_SneakTokudaNPC		1	1		
12663	幽夜菲谢尔	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_FischlCostumeHighness				2001		ConfigNpc_Common_AnimatorMove		1	1		
12667	幕府军人	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_MuscleMan/NPC_Inazuma_MuscleMan_Standard_EbinaGonshiro_3076				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
12668	幕府足轻	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Watanabe_3059				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12669	老仆	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Elder/NPC_Inazuma_Elder_Standard_IkedaSoshiro_3055				2001		ConfigNpc_Common_AnimatorMove_Elder		1	1		
12670	水手	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Heihachi_3013				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12671	野伏众	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_02				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
12672	友人	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12673	船夫	ART/Char/NPC/NPC_Inazuma/NPC_Inazuma_Male/NPC_Inazuma_Male_Standard_Watanabe_3059				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12674	旁白	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12675	？？？	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC				1		
12676	辛焱的母亲	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Chenxiang_2027				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
12677	辛焱的父亲	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_ChangtheNinth_1624				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12678	码头的工人	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_ChangtheNinth_1624				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
12680	（test）野伏众	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_02				2001		ConfigNpc_Common_AnimatorMove_Samurai_Ronin		1	1		
12681	(test)野伏众	ART/Char/NPC/NPC_Monster/NPC_Monster_Samurai_Ronin_02				2001		ConfigNpc_Common_AnimatorMove_Samurai_Ronin		1	1		
12682	观察宣传单	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12687	笼钓瓶一心	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_IsshinWithWeapon_12589				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
12715	汲水	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12716	一张纸条	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
12718	梦境海螺	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12721	观察装置	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12722	观察装置	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12732	查看	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
12758	天目优也	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_Yuuya_12636				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
20000	（test）阿志B	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_UncleTian_2003				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20006	志琼	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Zhiqiong_20006				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20220	盗宝鼬训练手册	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20398	test千岩军忠告1	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20399	test千岩军忠告2	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20523	志琼	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Zhiqiong_20006				2001		ConfigNpc_Common_AnimatorMove_Female		1	1		
20524	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20525	愚人众的日志本	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20526	唐无仇	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_InvincibleTang_20526				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20527	彦博	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Standard_Yanbo_20527				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20528	怪异的石碑	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20529	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20530	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20531	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20532	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20533	拍摄	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC						
20534	老何	ART/Char/NPC/NPC_Quest/NPC_Quest_MuscleMan_Standard_UncleHe_20534				2001		ConfigNpc_Common_AnimatorMove_MuscleMan		1	1		
20535	卡塔琳娜	ART/Char/NPC/NPC_Monster/NPC_Monster_Fatuus_Summoner_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20536	安东	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Strong_Gloves_Wind_01				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20537	戚定	ART/Char/NPC/NPC_Quest/NPC_Quest_Male_Fat_Qiding_20537				2001		ConfigNpc_Common_AnimatorMove_Male		1	1		
20538	戚楠	ART/Char/NPC/NPC_Quest/NPC_Quest_Child_Standard_Qinan_20538				2001		ConfigNpc_Common_AnimatorMove_Child		1	1		
20539	日志的残片	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20540	日志的残片	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20541	日志的残片	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20542	可疑的物品	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20543	调查大炮	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20544	尼古拉下士的日志残片	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20545	纪念石	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20546	石碑	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20547	test盗宝鼬训练笔记	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	ReadableNPC			1	1		
20548	小柳	ART/Char/NPC/NPC_Others/NPC_Others_Enkanomiya_Shade/NPC_Others_Enkanomiya_Shade				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
20549	达尼拉	ART/Char/NPC/NPC_Monster/NPC_Monster_Skirmisher_Male_Standard_Staff_Rock_02				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol		1	1		
