商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
203392	1004	24301		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203393	1004	24302		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203394	1004	24303		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203395	1004	24304		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203396	1004	24305		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203397	1004	24311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203398	1004	24312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203399	1004	24313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203400	1004	24314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203401	1004	24315		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203402	1004	24321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203403	1004	24322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203404	1004	24323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203405	1004	24324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203406	1004	24325		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203407	1004	24331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203408	1004	24332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203409	1004	24333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203410	1004	24334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203411	1004	24335		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203412	1004	24341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203413	1004	24342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203414	1004	24343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203415	1004	24344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203416	1004	24345		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203417	1004	24351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203418	1004	24352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203419	1004	24353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203420	1004	24354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203421	1004	24355		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203422	1004	24361		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203423	1004	24362		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203424	1004	24363		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203425	1004	24364		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203426	1004	24365		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203427	1004	24601		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203428	1004	24602		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203429	1004	24603		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203430	1004	24604		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203431	1004	24605		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203432	1004	24611		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203433	1004	24612		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203434	1004	24613		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203435	1004	24614		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203436	1004	24615		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203437	1004	24621		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203438	1004	24622		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203439	1004	24623		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203440	1004	24624		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203441	1004	24625		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203442	1004	24631		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203443	1004	24632		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203444	1004	24633		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203445	1004	24634		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203446	1004	24635		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203447	1004	24641		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203448	1004	24642		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203449	1004	24643		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203450	1004	24644		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203451	1004	24645		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203452	1004	24651		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203453	1004	24652		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203454	1004	24653		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203455	1004	24654		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203456	1004	24655		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203457	1004	24661		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203458	1004	24662		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203459	1004	24663		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203460	1004	24664		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203461	1004	24665		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203462	1004	24671		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203463	1004	24672		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203464	1004	24673		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203465	1004	24674		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203466	1004	24675		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203467	1004	24681		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203468	1004	24682		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203469	1004	24683		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203470	1004	24684		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203471	1004	24685		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203472	1004	24691		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203473	1004	24692		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203474	1004	24693		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203475	1004	24694		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203476	1004	24695		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203477	1004	24701		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203478	1004	24702		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203479	1004	24703		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203480	1004	24704		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203481	1004	24705		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203482	1004	24711		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203483	1004	24712		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203484	1004	24713		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203485	1004	24714		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203486	1004	24715		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203487	1004	24721		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203488	1004	24722		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203489	1004	24723		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203490	1004	24724		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203491	1004	24725		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203492	1004	24731		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203493	1004	24732		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203494	1004	24733		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203495	1004	24734		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203496	1004	24735		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203497	1004	24741		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203498	1004	24742		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203499	1004	24743		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203500	1004	24744		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203501	1004	24745		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203502	1004	24751		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203503	1004	24752		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203504	1004	24753		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203505	1004	24754		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203506	1004	24755		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203507	1004	24761		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203508	1004	24762		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203509	1004	24763		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203510	1004	24764		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203511	1004	24765		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203512	1004	24771		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203513	1004	24772		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203514	1004	24773		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203515	1004	24774		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203516	1004	24775		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203517	1004	24781		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203518	1004	24782		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203519	1004	24783		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203520	1004	24784		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203521	1004	24785		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203522	1004	24791		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203523	1004	24792		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203524	1004	24793		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203525	1004	24794		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203526	1004	24795		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203527	1004	24801		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203528	1004	24802		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203529	1004	24803		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203530	1004	24804		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203531	1004	24805		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203532	1004	24811		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203533	1004	24812		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203534	1004	24813		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203535	1004	24814		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203536	1004	24815		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203537	1004	24821		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203538	1004	24822		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203539	1004	24823		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203540	1004	24824		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203541	1004	24825		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203542	1004	51110		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203543	1004	51111		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203544	1004	51112		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203545	1004	51113		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203546	1004	51114		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203547	1004	51120		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203548	1004	51121		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203549	1004	51122		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203550	1004	51123		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203551	1004	51124		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203552	1004	51130		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203553	1004	51131		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203554	1004	51132		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203555	1004	51133		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203556	1004	51134		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203557	1004	51140		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203558	1004	51141		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203559	1004	51142		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203560	1004	51143		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203561	1004	51144		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203562	1004	51150		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203563	1004	51151		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203564	1004	51152		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203565	1004	51153		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203566	1004	51154		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203567	1004	51210		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203568	1004	51211		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203569	1004	51212		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203570	1004	51213		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203571	1004	51214		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203572	1004	51220		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203573	1004	51221		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203574	1004	51222		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203575	1004	51223		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203576	1004	51224		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203577	1004	51230		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203578	1004	51231		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203579	1004	51232		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203580	1004	51233		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203581	1004	51234		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203582	1004	51240		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203583	1004	51241		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203584	1004	51242		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203585	1004	51243		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203586	1004	51244		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203587	1004	51250		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203588	1004	51251		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203589	1004	51252		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203590	1004	51253		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203591	1004	51254		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203592	1004	51310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203593	1004	51311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203594	1004	51312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203595	1004	51313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203596	1004	51314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203597	1004	51320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203598	1004	51321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203599	1004	51322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203600	1004	51323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203601	1004	51324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203602	1004	51330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203603	1004	51331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203604	1004	51332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203605	1004	51333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203606	1004	51334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203607	1004	51340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203608	1004	51341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203609	1004	51342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203610	1004	51343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203611	1004	51344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203612	1004	51350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203613	1004	51351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203614	1004	51352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203615	1004	51353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203616	1004	51354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203617	1004	51410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203618	1004	51411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203619	1004	51412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203620	1004	51413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203621	1004	51414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203622	1004	51420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203623	1004	51421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203624	1004	51422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203625	1004	51423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203626	1004	51424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203627	1004	51430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203628	1004	51431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203629	1004	51432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203630	1004	51433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203631	1004	51434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203632	1004	51440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203633	1004	51441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203634	1004	51442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203635	1004	51443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203636	1004	51444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203637	1004	51450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203638	1004	51451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203639	1004	51452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203640	1004	51453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203641	1004	51454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203642	1004	51510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203643	1004	51511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203644	1004	51512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203645	1004	51513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203646	1004	51514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203647	1004	51520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203648	1004	51521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203649	1004	51522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203650	1004	51523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203651	1004	51524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203652	1004	51530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203653	1004	51531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203654	1004	51532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
203655	1004	51533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
